betaNA_MF59,betaHA_MF59,betaAb_MF59,betaNA_AS03,betaHA_AS03,betaAb_AS03,betaNA_Diluvac,betaHA_Diluvac,betaAb_Diluvac
1.6515246395299998,1.00551260429,12.30778176,1.48370243196,1.00020995916,5.46174799897,1.14253623878,1.0003549573200001,1.00018590107
1.4336342694,1.003548426,6.31214923525,1.70000001451,1.01092867075,9.999888684610001,1.02292159301,1.00076944004,1.0005190532600001
1.2487055685500001,1.0038093197600002,30.2502559127,3.82943186922,1.28689775517,59.9843075021,1.51782692061,1.0003087064899998,2.98872982764
1.48842267814,1.00074454424,29.1421096657,3.7914691569800003,1.30579861164,59.9737523266,1.39375878669,1.00073144653,3.10900897423
1.62489113386,1.0,6.5917475952,1.66507442936,1.0025475049500001,4.51824177761,1.0,1.0,1.0
1.40868150058,1.0159196422399999,21.3312203662,1.85213420527,1.00826985394,35.511785018299996,1.5341857109,1.00046626208,1.2975539037600001
1.6128107638100002,1.00025781593,6.49094971291,1.8300187795200002,1.01272630039,8.69267046103,1.04621680589,1.00124202959,1.0058577233900001
1.63964235754,1.0,5.2765009649,1.52621980706,1.00058456498,12.5520860817,1.0033822295000001,1.00000802946,1.00031317188
1.8852302234799998,1.01214433079,12.674356440599999,1.7599623011099996,1.00688028642,4.1547079754,1.0,1.0,1.0
1.55441499159,1.0161154060600002,17.6855870536,1.6378213429799997,1.0,9.74746288232,1.0012470117499999,1.00004095676,1.00071835116
1.60196412402,1.0000064004,12.773704477,1.62865190549,1.02123831281,9.336571975660002,1.0115945061700002,1.00005067904,1.00163227111
1.61447894153,1.00004492863,11.6920247315,1.76095382461,1.00000000104,8.618201323260001,1.0,1.0,1.0
1.59340783211,1.00146222422,5.405154059299999,1.6055678834799998,1.0,17.557807655799998,1.0,1.0,1.0
1.60733023361,1.0000000005399998,34.7581320827,4.9679040382099995,2.30514777002,23.496115561999996,1.25959317244,1.77488856303,1.0096376726799998
1.7406249851700002,1.00589402536,5.20545368257,1.4561374280300001,1.0,15.0963019019,1.4700675415399997,1.00000000471,1.10409096715
1.84027025586,1.01175063866,36.4266894385,3.87459395291,1.35615679996,59.6396531045,1.6209385507499998,1.0,3.0838028008499996
1.64073701664,1.0002422786799998,41.6658022704,3.7327854847300004,1.4037388152899999,59.1829626323,1.5903944822999998,1.0000323755399998,3.3406962856700004
1.57302502036,1.00262039948,21.3985452871,1.64686703123,1.00093093086,44.5579095165,1.51370721159,1.0000394395799999,1.52903786727
1.49823789627,1.00598905284,11.984065810799999,1.71892596973,1.02386502737,14.442999513399998,1.6993341676499998,1.0005241902600002,1.0333392435
1.56805257315,1.0019045133600002,18.6850798206,1.5830007524,1.00035568556,9.621019751830001,1.0,1.0,1.0
1.58216374325,1.0004163509100001,13.2383539101,1.54805487991,1.00461320141,10.0433572018,1.01038051211,1.00019676644,1.00490433409
1.59716971591,1.0,34.137930150100004,4.63456946946,1.61178930304,38.413110671999995,1.3330273560500001,1.00093767354,3.08253574652
1.6610535829100002,1.00449824604,15.1763684178,1.78906760088,1.0030616856899999,40.5028271452,1.84333195896,1.00285099837,1.2360641466700002
1.63910523632,1.01694361911,16.1310515921,1.4886056749599998,1.0019338120899999,9.801081168180001,1.0,1.0,1.0
1.6575185705200002,1.0,17.726859527000002,1.6389274881,1.00114717127,9.70000638719,1.02031143534,1.0004357476299999,1.00927239441
1.4443750804,1.00353278924,18.5287364605,1.73165533001,1.00032377889,39.777276550799996,1.6107956604,1.0075059066,1.38903493241
1.5861999834799998,1.00367156645,34.5147939761,1.01591922804,2.44276682425,31.676452855,1.02821053463,1.7792756644,1.00350305195
1.90969147785,1.00727639125,17.4675265141,1.60637451622,1.0278295581399999,23.1157039185,1.6127588283200003,1.0000000021700002,1.25264880313
1.5923181094499999,1.00614170705,19.234520818,1.56088707743,1.0062687468,11.1000524769,1.0,1.0,1.0
1.35615311826,1.00130369434,29.9245099894,4.9696406698699995,2.3463311282,22.952913828899998,1.0726635360899999,1.75195475979,1.03200504765
1.67177888062,1.01317518716,23.757842131999997,1.64233887304,1.0000000024,36.869139105100004,1.49783415832,1.0,1.01098236966
1.28413489662,1.0031173817499999,19.3305233741,1.75641992428,1.01553115937,36.701475055,1.64604041324,1.0,1.2158282467700001
1.50077020286,1.00225040075,28.9203154231,4.99769323268,2.44997401618,21.4483545519,1.00117535517,1.78031274278,1.00040384183
1.63825754301,1.00002194736,12.192595813299999,1.6203162891,1.00439420162,11.5891123644,1.23197874166,1.0,1.0
2.7548228885299997,2.80710172289,3.6926601403800006,3.62862398258,1.3512734569100002,59.9315216936,1.0030561199099999,1.7811983141099998,1.00023484012
1.60728262734,1.0017703337200001,33.479233751500004,1.00088202387,2.3293815686,34.8351118808,4.434468052880001,1.00059318256,1.0
1.5822202134399999,1.00376590376,28.4556390156,4.9731988026,1.6573841764500001,34.8255698752,1.51327667758,1.00387001367,2.9688826129400003
1.6585972468799999,1.0009328075900001,17.4825055946,1.9919966185299998,1.0347020891399998,31.256606846300002,1.6565719976,1.0,1.26204445403
1.5774422123899998,1.0000000327299998,5.41394374001,1.59253338357,1.0,11.9256440359,1.0,1.0,1.0
1.6057448310299998,1.00533902735,40.9194108329,3.8241478207199995,1.38265685585,58.689903253100006,1.61561493759,1.00087288049,3.0810395037700005
1.7063136317899998,1.0164783743899999,18.055082843,1.4026715279299997,1.00801017297,43.284441405900004,1.53092783775,1.00006031436,1.3091090152
1.95331218342,1.00964412951,10.8119125941,1.81237577162,1.0061283651700001,13.1867818242,1.59724207715,1.00000000801,1.03143008996
1.42844452354,1.08785511357,25.211687819,3.75861488201,1.3030879736,59.8834619029,1.0031487072399998,1.7763370549200002,1.00119901485
1.1849243949500001,1.00002716991,30.851481114499997,3.8084089821900005,1.29701763266,59.833441531999995,1.5434302585799997,1.00956131255,2.8796197277900006
1.7371090183099998,1.00385386207,12.3401794159,1.59419718523,1.00491911344,4.43567483205,1.0,1.0,1.0
1.70343578407,1.00573567071,31.653929528400003,5.0,2.3481789652700003,22.7549351569,1.01021337425,1.77527773502,1.01462436741
1.49257153565,1.0013583128799999,28.927073485999998,4.93380359015,2.42261221003,21.983126321599997,4.424805377169999,1.00592333492,1.00033828509
1.54530745717,1.00000000019,4.78919616898,1.63283187333,1.00000001396,17.8687955613,1.0,1.0,1.0
1.53471271336,1.01118978429,5.33452236874,1.71237308674,1.0020072046200001,16.5602709468,1.0,1.0,1.0
1.7286130155000001,1.00172743836,16.753048586,1.6385250669999998,1.0123330556899999,10.6378231941,1.0,1.0,1.0
1.5955454430200002,1.00953267362,22.2925705429,1.6266712083700001,1.00225154015,36.5839177559,1.5943898513299999,1.0049174617299999,1.00733517275
1.48850985686,1.00226482707,28.765277895100002,4.95018652131,2.28623214527,23.82158794,1.02661733818,1.77980442908,1.0013226278899998
1.5355611403799998,1.0,6.93071337173,1.71137592934,1.0016277739100001,4.136164941330001,1.0,1.0,1.0
1.5648741940900002,1.0018922593700001,6.09171052605,1.61897971833,1.00143561181,22.8108655795,1.52470413357,1.0,1.0906568435700001
1.60080584815,1.01686092664,5.29581795476,1.76860564118,1.0011290198,17.8788568749,1.0,1.0,1.0
1.25359433733,1.5679049364500002,12.7907522629,3.8259660693699997,1.28437830614,59.977727387799995,4.28121884834,1.06620520827,1.0
1.6577827603200002,1.0015782975399998,4.82812612879,1.54526109506,1.0007097046,19.4683266807,1.0,1.0,1.0
1.5671749319100001,1.00304630724,12.4729016432,1.4149524839200003,1.0012829655500002,13.809575171199999,1.1094310741,1.0001058938299998,1.0000254693600001
1.7781467812,1.0128674104000002,33.8918612512,3.8259663334300007,1.3671630712399998,59.86344831899999,1.71678994758,1.0000464262,3.2562463214
1.5921767517299998,1.00099297152,19.0362716763,1.62078131364,1.00543012244,10.7893744432,1.24640455799,1.0,1.0
1.5909638557299999,1.00077352545,5.81471537905,1.4822374697,1.0077373080399998,20.7754352352,1.0,1.0,1.0
1.20849189409,1.03237468616,28.9306071543,3.7975932435699997,1.2930623538500001,59.9222751046,1.03269157097,1.79420294939,1.0
1.52094848847,1.00031624009,28.913715154600002,3.3451412203900004,2.28436351007,29.8316892317,1.4877467868399998,1.01729355464,2.90927284949
1.2536666055399999,1.01294727936,29.7220353733,3.7930985795,1.2943723514299998,59.980430826,1.0564829592899998,1.78800403129,1.0
1.6123778272,1.00103678004,25.772790777199997,1.5790766543299999,1.04919112023,34.8784744548,1.56835035776,1.0,1.0
1.6316557436899999,1.0001355043100002,6.52693065375,1.40716888274,1.0141630271200002,5.08867590024,1.00011144258,1.00001291217,1.0000731994399998
1.76347346068,1.00449969442,5.6220265736599995,1.57204646817,1.00160999859,13.720170921,1.1566121979200001,1.00039821373,1.00008859998
1.59063490117,1.00000000203,11.9755720314,1.54796495425,1.0,9.727982121719998,1.0,1.0,1.0
1.6070480494100001,1.00227536927,12.3089054447,1.5581784114200001,1.00080230029,12.5495306848,1.23181621206,1.0,1.0
1.59708414009,1.0002050419700002,4.6904815948800005,1.68174039628,1.02480656573,17.502463421199998,1.0,1.0,1.0
1.5315770474500001,1.0,7.32491613401,1.6760279623299998,1.0,5.1403433182,1.14927643016,1.0,1.0
1.5921894670299999,1.00018940718,11.8122736988,1.62951406866,1.00952516954,9.6886739623,1.0,1.0,1.0
1.18516265477,1.00396428381,30.5890870906,3.7770250510500003,1.2984792427,59.9872206947,1.0005123973899999,1.7779855696900002,1.00196439931
1.51593520243,1.00828538456,19.4973414492,1.60962852494,1.0087481191,10.4436477601,1.0067607088200001,1.00054293001,1.00167106172
1.5976347513799998,1.0,26.2169855305,1.6056589487700001,1.0,38.0326216322,1.62059130792,1.00058492695,1.0552166758
1.58816457831,1.00030810704,11.517513355,1.7492634063900003,1.0039418096700001,14.792034579500001,1.00662503265,1.00009409033,1.00026024822
1.49811874301,1.0022077162799998,29.1823148829,4.99579128349,2.70700547993,18.6740030158,1.00762805174,1.7805663239400003,1.00000000885
1.6814310189300001,1.00073914241,17.0018736779,1.50608901741,1.00272818157,10.5090018766,1.00155278248,1.00007651063,1.00012814561
1.4952805186200002,1.0,11.718232074200001,1.52760775209,1.0,16.8904106476,1.0,1.0,1.0
1.46838095283,1.0000000052200002,6.8573553791799995,1.7107394529100002,1.01110646969,9.5663547708,1.0,1.0,1.0
1.6273966685699999,1.0,17.6418021209,1.62702557903,1.0122782010299998,46.7992579638,1.5773483974399998,1.0,1.48569539216
1.8045977758,1.0004243888600002,39.9540543653,3.94118808556,1.32002164468,59.9002358191,1.51287743569,1.00011471017,3.39024131456
1.39655451685,1.0020989151200002,12.759128629800001,1.72624012949,1.0067850627200001,15.1938721646,1.54465589403,1.00384629971,1.09947145355
1.54570407294,1.00066837108,7.190680114219999,1.58595075611,1.0,14.368608825,1.4889871237399999,1.00432111839,1.08946369064
1.63225471209,1.01173677362,17.5932027645,1.0,1.0,40.7304572635,1.64497771296,1.00085421758,1.30523925906
1.4074574776,1.0104054194499998,26.3791181902,1.5360583038,1.0241297562,34.6188756595,1.6243083829700002,1.00081504412,1.00574617898
1.68023609739,1.00349535494,12.8607933698,1.56989763819,1.00178717693,4.12700003247,1.0,1.0,1.0
1.63828190125,1.0002864285600002,17.8383117178,1.5186612684099998,1.0049424515,10.6217092134,1.0,1.0,1.0
1.52294581155,1.0002269692799999,12.8061662648,1.45412982003,1.01004824006,12.806795163,1.2140549661,1.00010418792,1.01927128748
1.3615075425799998,1.0004817781200002,19.5005608333,1.30324795575,1.00514486535,39.8118180248,1.64940937498,1.00024575132,1.23127781751
1.45098479389,1.00136417287,6.0438661174699995,1.36220831999,1.00097658024,20.8855821215,1.0,1.0,1.0
1.6698269407700002,1.00031355137,11.495102966700001,1.7670586083200002,1.0,16.2152908601,1.26792887862,1.00000000076,1.01256538146
1.56911282051,1.02583600094,5.2867950408999995,1.49178025446,1.0075244752799999,13.2784128803,1.53914378217,1.0,1.0669448193000002
1.4874637662299999,1.0068367642899998,42.3780476095,4.14989958621,1.23186292459,59.845133330500005,1.73254830604,1.00076501279,2.95379780714
1.7978154956499999,1.00092392464,17.1083885395,1.60359251543,1.00121755535,10.0135824163,1.0003615369,1.0001221344600002,1.0002386726899999
1.50406372935,1.00436611982,20.9174349285,1.1528864231,1.00157257434,34.37626409,1.6009561672100001,1.00000000296,1.2789333670999998
1.62340398713,1.00069634402,5.20100552445,1.68921531571,3.64438896431,1.08426299577,1.00716111093,1.00095488664,1.0005711215200002
1.6196906044400001,1.00744746865,7.24547476829,1.73257793414,1.0095408878799998,7.120940484480001,1.43103602323,1.0,1.07884814722
1.31175924766,1.08854575926,25.690855128699997,4.96538349553,2.38185212064,22.447119170900002,1.015076245,1.7722507064200002,1.01566749281
1.6911352972,1.00078576736,37.9276542535,4.1192032795,1.23550204752,59.930220012,1.61519229283,1.00048597095,3.08717780893
1.4994551151,1.0025658033299998,19.590382326300002,1.6359907821899997,1.00048922865,11.0103576711,1.00406583056,1.00028188982,1.00001428163
1.44639976399,1.02828696421,13.0763586829,1.6376069165600002,1.00820530483,4.02470657514,1.0,1.0,1.0
1.6329428076199999,1.0000000034299998,5.26444633988,1.46625575982,1.0,19.996575347100002,1.0,1.0,1.0
1.5881794336700001,1.0,19.9125871728,1.8082704936000003,1.0130858816700001,28.9567036493,1.5872683172600002,1.00172576107,1.2295334495499999
1.71717811393,1.00108108202,24.4836635221,1.7002392751,1.00225245628,34.950011059,1.5347789451,1.00314106501,1.05053792221
1.46020980992,1.00029858713,5.7427435747399995,1.6660184794100001,3.60482244071,1.11896047036,1.0,1.0,1.0
1.6342180529199999,1.00039428701,34.3261546106,4.99572980627,2.18111090581,25.1465190699,1.03193877298,1.7810462913999998,1.0014464970499999
1.6065897609,1.0,41.560823211999995,3.9054255758199994,1.3450180951,59.108427489300006,1.58486421731,1.0000387316600001,3.12979522714
1.72763711537,1.00045335982,23.2797861473,1.3574302070200002,1.007188957,35.8050369205,1.6735651773700002,1.00150177519,1.01339806878
1.45769142699,1.01781821213,7.19460255969,1.38222405303,1.0185545277099999,10.941480660999998,1.0,1.0,1.0
3.58768668391,1.42492431315,9.395746251719999,3.78744829995,1.29625469847,59.9623530728,1.0002381549200001,1.7788502415,1.00000001707
1.63984218859,1.00000000019,12.8515918634,1.64259877693,1.0037867811499999,7.34565907315,1.5447959756799998,1.00271498519,1.05969146541
1.3498082182299997,1.00290770221,29.7973254677,3.89078895925,1.27308541483,59.938889022299996,1.57954848955,1.00033552349,2.90666103152
1.64580253419,1.00371459453,41.41469068,3.88381616983,1.33532447464,59.2342799951,1.698892975,1.00173520263,3.15754705589
1.7351782947299998,1.0004440025299999,40.6113993014,3.84212231122,1.35555229643,59.786353266300004,1.62697735544,1.0000236412,3.04609813526
1.61231213701,1.0066829637299999,5.22943704331,1.5754840839500002,1.0,22.3419471602,1.5977724344400002,1.00159877061,1.02362543175
1.58282177193,1.00264339783,24.365910826100002,1.9225995073500002,1.05148010648,40.6633154951,1.49544905567,1.0013159707600001,1.19994804854
1.6061106247299999,1.00005545593,11.701931715899999,1.60822745319,1.00217222059,9.211370879530001,1.0,1.0,1.0
1.5232992137399999,1.0245515208299998,6.50628578334,1.66185849882,1.00640959196,10.1383782309,1.0,1.0,1.0
1.5864248700799999,1.0,18.9528324871,1.49954633399,1.0,12.7011858481,1.15045006173,1.0020341971,1.00006686579
1.5616901488100001,1.0,11.9264907602,1.32783469486,1.00656276714,10.933099879,1.0,1.0,1.0
1.56469527461,1.00065617545,5.65252279399,1.5866830604799997,1.00114045248,20.2561512099,1.5761409918599998,1.00156232737,1.02836066335
1.4479774901700002,1.00063188248,19.955003423900003,1.9403841810299998,1.01280224423,29.1533530265,1.6458378205200002,1.0026309389299999,1.2271122202
1.59837617259,1.0,11.8022100428,1.09850955594,3.5337974448500002,1.0010860525299998,1.01145655364,1.0014660996,1.00022799082
1.72516389699,1.0005963464799998,23.891605711100002,1.58477754487,1.0106760348200001,40.1010873277,1.5683287394799998,1.0012860104999999,1.18419172295
1.6040123796,1.0012744978,6.7006099659,1.64123335996,1.0034331856299998,11.874001003800002,1.5472205005000002,1.00066247881,1.05147100235
1.5462088251100001,1.00568657102,18.6027065372,1.41525146729,1.00390289588,12.9585846098,1.27780192081,1.0026667791600001,1.00982998377
1.53328275306,1.00026318121,12.573451261199999,1.49770355488,1.0021483000700002,9.40970901207,1.0,1.0,1.0
1.5507391054799997,1.00109645712,6.25315861523,1.6044308364,1.00115648273,11.4455300021,1.0,1.0,1.0
1.6439989066,1.01328231697,24.3864484516,1.6727653974599999,1.00040914504,33.2437188057,1.62307048238,1.00197811882,1.01734436581
1.56795382414,1.0082518681000001,17.0760961117,1.8519090491499999,1.00574149328,38.0477853962,1.6770460509399998,1.0000000038299999,1.37637105864
1.529028549,1.00278588943,22.5857685627,1.5612809448500002,1.0128662313799999,29.800419631500002,1.5933173527700002,1.0006526960100002,1.2650224928799998
1.51504893445,1.00007958405,29.4005848867,4.99909949479,2.30290908896,23.403075865,1.14442006441,1.7742025560900003,1.01860321314
1.18560160934,1.06297576605,27.487349031799997,4.97134767519,2.4608836820900004,21.447104582799998,1.0000135281,1.78112261379,1.00172956519
1.76918369284,1.00968072574,10.3713839999,1.4877133960299997,1.0032255271600001,4.1675021655,1.0,1.0,1.0
1.2270544752700001,1.00098269714,30.5664783996,3.7846027761900003,1.2975601902200002,59.8552343579,1.00272643264,1.7759351245299997,1.00202899116
1.82283593993,1.00146025676,5.03240044158,1.67618518528,1.0013151576700001,18.7474215221,1.01037678434,1.00031096338,1.00285963226
1.54367241024,1.00049019286,29.1125388648,1.01299556155,2.2561358523400004,37.246550559,4.26602167708,1.08789988804,1.0
1.7469448116900004,1.0,17.430277516900002,1.652729364,1.01271655717,41.623020330799996,1.5720426313299998,1.0000178683299998,1.46583791812
1.62770033273,1.00056892816,12.2701374447,1.5536931341100002,1.0,9.24008136895,1.0,1.0,1.0
1.6195451371399998,1.0,11.877608418,1.41858557391,1.00028376025,17.1669172607,1.45030402143,1.0,1.08932334993
1.54776746572,1.0001918695,28.5917606167,1.0,2.43888044429,31.6927680795,1.01064913194,1.7810913085799998,1.0002762652700001
1.57911034125,1.0015529272900001,18.8631096712,1.22814552896,3.5300691702900004,1.00141263566,1.0,1.0,1.0
1.6896577195500002,1.0054498620299999,5.28987461002,1.5646376298500002,1.0001760361399998,21.2883278982,1.5360547379,1.0,1.04864362593
1.6112112332100001,1.0009241953299999,6.66364373395,1.68857751875,1.0,9.86249257411,1.00330793525,1.00294151722,1.0039659627600002
1.63010938166,1.00014983724,33.7323058744,1.0,2.1682143362,40.3486513147,1.02872534249,1.7704353055000002,1.01377407666
1.61049109557,1.00259583435,13.025984855799999,1.27246085358,1.0133475556,7.9685134378799996,1.53725587621,1.0002004186799998,1.08980169257
1.50801944824,1.00392429658,12.9206113524,1.59082505874,1.0,4.256449885069999,1.0,1.0,1.0
1.40503232495,1.00940120628,5.5874652878,1.80553443241,1.00234129774,12.1235686985,1.14647556047,1.0,1.0
1.7184620454099997,1.00056437433,10.2555041176,1.56457342623,1.00713597294,12.582036456300001,1.0,1.0,1.0
1.60169345907,1.0004496357200001,6.90072597141,1.8551069957900002,1.0064670716,6.820361895,1.6203067154,1.00154194537,1.01811788347
1.63776510699,1.00357149984,17.4887019757,1.66038712032,1.00009442531,9.78448646659,1.0,1.0,1.0
1.54150355821,1.00000002354,12.5506627441,1.51142211562,1.00005004812,9.399237321900001,1.0,1.0,1.0
1.17826407985,1.0495378726200002,28.2394876984,4.991395493590001,2.38969994292,22.2341473464,4.44708378463,1.00066295832,1.0
1.6615521385499998,1.0,5.4039204855400005,1.5643603259299999,1.0,21.3174406925,1.4643654239200001,1.00424904599,1.04048329996
1.53913050645,1.00006940691,28.7030276781,4.92059413561,1.70258479806,34.0889973091,1.3345790966,1.00086245153,3.16344728973
1.56031513329,1.00437231192,28.346984748,4.9939218716400005,2.4967474410299997,20.9229769781,1.0026041437200002,1.7825538104799998,1.00101329905
1.6516103704799998,1.00001817599,39.883087624,3.6883111547099996,1.40703677493,59.703197788000004,1.7062512364700002,1.0000000046600002,2.97120768945
1.7474225392900002,1.00204901681,7.07456644921,1.66964532561,1.00337265509,4.43654924535,1.0723985735700001,1.0,1.0
1.57873806596,1.00070113005,6.73154052153,1.69915928894,1.00244011359,4.11274334225,1.0,1.0,1.0
3.3439829849500002,1.1293322708,13.083015420499999,1.00594292246,2.3158174313999997,35.198793957199996,1.0018556865100001,1.7801671864300002,1.00057085998
1.6237891145899999,1.00138834083,11.7171740137,1.7093528553100001,1.0021310902200002,11.991087136199999,1.00928703904,1.00035240606,1.0016210485200001
1.6751377309200002,1.001191766,4.91079879524,1.6286767634600001,1.00175577366,12.0806156385,1.02097058552,1.00109459409,1.0173403765200002
1.56830005838,1.00569410309,28.083812385799998,4.89746931318,1.9399065675799998,29.6841073471,1.5233795991499999,1.00104907778,2.9144468297299997
1.48857994995,1.0033127077500001,6.92895324397,1.7560708747799998,1.00262707486,13.596707070799999,1.53137267128,1.00128037177,1.04412082226
1.1435693743200002,1.03966571059,28.9547406653,1.00885121963,2.54782051422,29.040931377600003,3.5605269583099997,1.3641255175799998,1.0
1.73564855123,1.00002852186,19.5177089746,1.5433532003100001,1.0081056642,32.6741482837,1.6703368457700003,1.00351011982,1.19953845997
1.59788487559,1.00505691896,5.31657039696,1.52014332043,3.8451249529800005,1.01104027725,1.0,1.0,1.0
1.76572772848,1.00307981116,6.108945595680001,1.46769748224,1.00266884387,16.4934879266,1.59366273993,1.00079954043,1.10965898811
1.60984896313,1.00424166594,6.10415999521,1.5441912164700002,1.0111283607600001,10.7643124496,1.00018518409,1.00005374388,1.0
1.70055964282,1.0022485952299998,24.267481056999998,1.75270948338,1.00897008951,30.3048539798,1.5977227503799998,1.0,1.00185514814
1.74857753599,1.00103497116,31.016360468200002,4.99007450539,2.42830604815,21.8401973716,1.0017873745299999,1.78008813634,1.00170882108
1.55309624992,1.00037081056,34.324805405,4.942981297019999,2.70596633649,18.861227354,1.00019726266,1.77945568067,1.00179106632
1.60725850322,1.0091047011499998,11.8418284285,1.6014806397499999,1.0041568177299998,5.0763507644,1.0,1.0,1.0
1.37676577478,1.0745495418100002,25.9772607563,3.6817314609599996,1.33017582306,59.9980503391,1.0017672022600002,1.77574411622,1.00336831431
1.75233254009,1.00306841293,7.1500325272800005,1.61115117444,1.0008588276500001,4.81305099444,1.06068853426,1.00000174985,1.00084885716
